id,lable,hand_sphere_radius,palm_position_x,palm_position_y,palm_position_z,palm_direction_x,palm_direction_y,palm_direction_z,palm_normal_direction_x,palm_normal_direction_y,palm_normal_direction_z,wrist_position_x,wrist_position_y,wrist_position_z,thumb_tip_position_x,thumb_tip_position_y,thumb_tip_position_z,thumb_metacarpal_position_x,thumb_metacarpal_position_y,thumb_metacarpal_position_z,thumb_proximal_position_x,thumb_proximal_position_y,thumb_proximal_position_z,thumb_intermediate_position_x,thumb_intermediate_position_y,thumb_intermediate_position_z,thumb_distal_position_x,thumb_distal_position_y,thumb_distal_position_z,thumb_direction_x,thumb_direction_y,thumb_direction_z,index_tip_position_x,index_tip_position_y,index_tip_position_z,index_metacarpal_position_x,index_metacarpal_position_y,index_metacarpal_position_z,index_proximal_position_x,index_proximal_position_y,index_proximal_position_z,index_intermediate_position_x,index_intermediate_position_y,index_intermediate_position_z,index_distal_position_x,index_distal_position_y,index_distal_position_z,index_direction_x,index_direction_y,index_direction_z,middle_tip_position_x,middle_tip_position_y,middle_tip_position_z,middle_metacarpal_position_x,middle_metacarpal_position_y,middle_metacarpal_position_z,middle_proximal_position_x,middle_proximal_position_y,middle_proximal_position_z,middle_intermediate_position_x,middle_intermediate_position_y,middle_intermediate_position_z,middle_distal_position_x,middle_distal_position_y,middle_distal_position_z,middle_direction_x,middle_direction_y,middle_direction_z,ring_tip_position_x,ring_tip_position_y,ring_tip_position_z,ring_metacarpal_position_x,ring_metacarpal_position_y,ring_metacarpal_position_z,ring_proximal_position_x,ring_proximal_position_y,ring_proximal_position_z,ring_intermediate_position_x,ring_intermediate_position_y,ring_intermediate_position_z,ring_distal_position_x,ring_distal_position_y,ring_distal_position_z,ring_direction_x,ring_direction_y,ring_direction_z,pinky_tip_position_x,pinky_tip_position_y,pinky_tip_position_z,pinky_metacarpal_position_x,pinky_metacarpal_position_y,pinky_metacarpal_position_z,pinky_proximal_position_x,pinky_proximal_position_y,pinky_proximal_position_z,pinky_intermediate_position_x,pinky_intermediate_position_y,pinky_intermediate_position_z,pinky_distal_position_x,pinky_distal_position_y,pinky_distal_position_z,pinky_direction_x,pinky_direction_y,pinky_direction_z
327,A,38.8420829773,-2.12038803101,178.559661865,-4.59556531906,-0.0214642547071,0.254629701376,-0.966800391674,-0.0637982040644,-0.965401113033,-0.252844750881,5.24788713455,170.687652588,47.2368736267,-51.11094665529,-28.311035156,-39.27881669994,-21.17579460139,-17.394241333,53.43500471116,-31.86113739009,-18.536712646,31.39914655686,-47.36880111689,-21.505004883,-6.56877565384,-52.47848129269,-25.692810058,-33.74632310864,-0.2665090598169,-0.363662526012,0.015389204025,-16.21693038939,-35.870880127,2.56468939781,-19.35570144649,7.511352539,12.64667749405,-27.73910140989,-8.99288940400001,-26.74670839314,-25.82656860349,-33.100433349,-20.06165933614,-20.34931182859,-33.923461914,-1.53945446015,0.2920221947131,-0.547003388405,1.884033203125,-8.84043788909,-38.497131347,9.703997612,-2.66163778305,8.728515625,11.08307123184,-9.72794437409,-10.275878906,-26.97179841994,-13.86562919619,-36.926818847,-17.64102983474,-11.37576293949,-37.921279907,4.367828845977,0.0836171247065,-0.531871765852,1.925588071346,5.93766069413,-37.10899353,13.30671644211,14.04804801941,6.609176636,12.90492677688,10.90515518189,-10.957489013,-22.09772157674,3.60953748227,-35.369049072,-13.61568689344,2.868542253975,-36.375167846,8.11188364029,-0.0790905468169,-0.531879633665,1.922321796417,19.00767135621,-31.785644531,8.02363061905,29.08043670651,-1.15753173800002,15.85663080216,28.88693618771,-12.569961548,-17.00762033464,19.47519874571,-30.646591186,-13.67644357684,16.73905181881,-31.75553894,3.29699778557,-0.2521872259679,-0.56990596652,1.875489413738
328,A,38.8355331421,-2.12253832817,178.5625,-4.59592056274,-0.0216630101204,0.254689723253,-0.966780126095,-0.0634324550629,-0.965408861637,-0.252907127142,5.26649618149,170.707260132,47.2328109741,-51.11510205273,-28.308197021,-39.28063583376,-21.15102124213,-17.389129639,53.43344879154,-31.83934521673,-18.524780273,31.39868354794,-47.36658215523,-21.474914551,-6.56440925596,-52.49935269353,-25.645187378,-33.73935699466,-0.2673009634016,-0.363046132028,0.0155920982359999,-16.22259831433,-35.864532471,2.56509137153,-19.34504437443,7.520095825,12.64671230316,-27.72532010083,-8.98495483400001,-26.74605560306,-25.80233311653,-33.092376709,-20.06183242796,-20.32340359683,-33.914672852,-1.53997516632,0.2924038469794,-0.547013521194,1.883974850178,-8.84226918223,-38.494735718,9.70267820358,-2.65163064003,8.744140625,11.0815410614,-9.71416687963,-10.260543823,-26.97317504886,-13.83884453773,-36.915206909,-17.64355468746,-11.34410309793,-37.912811279,4.364799976345,0.0841269418597,-0.532066643238,1.925508618355,5.93546390533,-37.108215332,13.30629634857,14.05909228327,6.63142395,12.90159130096,10.91979575157,-10.93447876,-22.09986495976,3.63404142857,-35.349731445,-13.61671257016,2.894101977348,-36.357818604,8.11105561256,-0.0787445008756,-0.532025277614,1.922292172909,19.00470614437,-31.786071777,8.02335453033,29.09491610527,-1.12940979000001,15.85125541684,28.90371394157,-12.539642334,-17.01478767396,19.49611163137,-30.620498657,-13.68634223936,16.75359702107,-31.73248291,3.28600025177,-0.2522331476216,-0.570153325796,1.875330388546
329,A,38.8279685974,-2.1249089241,178.565673828,-4.59631824493,-0.0218446906656,0.254744470119,-0.966761648655,-0.0630982145667,-0.965415835381,-0.252964109182,5.28350353241,170.725189209,47.2291030884,-51.1194453239,-28.30519104,-39.28250026707,-21.127969265,-17.385040283,53.43209552763,-31.8174204826,-18.514587402,31.39756488803,-47.3614344597,-21.447723389,-6.56177043917,-52.5164942741,-25.600952148,-33.73430156707,-0.2680538538844,-0.362449310719,0.015783965588,-16.2283358574,-35.858093262,2.56553745269,-19.3348956108,7.52749633799999,12.64681720733,-27.7121806145,-8.97833251899999,-26.74522876737,-25.7800784111,-33.086608887,-20.06174564357,-20.3004183769,-33.910247803,-1.53992462159,0.2927043791856,-0.547104030847,1.883909881115,-8.8440041542,-38.492401123,9.70130777359,-2.6420788765,8.7578125,11.0802154541,-9.7012915611,-10.247009277,-26.97468090057,-13.8135275841,-36.905303955,-17.64656543737,-11.3132300377,-37.906234741,4.361160278316,0.0846413355321,-0.532266557216,1.925426363945,5.93301415443,-37.107330322,13.30582427978,14.0695900917,6.65116882300001,12.89861679077,10.93357419967,-10.914001465,-22.10187435147,3.65704166889,-35.33227539,-13.61769580837,2.918463051316,-36.341445923,8.1102437973,-0.0784125272184,-0.532133102417,1.922274112701,19.0023274422,-31.786972046,8.02312207222,29.1085495949,-1.10429382300001,15.84641647343,28.9207177162,-12.511688232,-17.02514553067,19.5145592689,-30.599502563,-13.70553493497,16.7588791847,-31.722198486,3.26422619819,-0.2526507619764,-0.57078769803,1.87492954731
330,A,38.8212203979,-2.12731337547,178.56892395,-4.59673595428,-0.0220737121999,0.254701554775,-0.966767728329,-0.0629170462489,-0.965440452099,-0.252915322781,5.30103540421,170.745162964,47.2201538086,-51.12387299533,-28.302032471,-39.28429126742,-21.10552048683,-17.374923706,53.42894649508,-31.80227494243,-18.494445801,31.39744853968,-47.36971879003,-21.406219482,-6.55521202092,-52.55051255223,-25.541442871,-33.72522830962,-0.2687877155841,-0.361728735268,0.0160076022150001,-16.23371338843,-35.852096557,2.56597042083,-19.32541871073,7.53643798799999,12.64237785339,-27.70675110813,-8.972000122,-26.75157642362,-25.77026581763,-33.083175659,-20.07252025602,-20.28896164893,-33.912460327,-1.55142498017,0.2930427454409,-0.547339469194,1.883794903755,-8.84559655193,-38.49017334,9.69997358322,-2.63316321373,8.77058410699999,11.07280063629,-9.69468045233,-10.237503052,-26.97935581212,-13.79806542393,-36.896499634,-17.64878749852,-11.29201054573,-37.896133423,4.358407020564,0.0851790644228,-0.532171547413,1.925427258015,5.93044376373,-37.106338501,13.30533504486,14.07931494717,6.66792297399999,12.88835430145,10.9412753582,-10.899765014,-22.10905170442,3.67069745063,-35.320037842,-13.62099552152,2.933913469312,-36.329681396,8.10726785659,-0.0780428536241,-0.532093852758,1.922293841839,19.00070738797,-31.78829956,8.02297639846,29.12060332297,-1.083908081,15.83381938938,28.93105864527,-12.492630005,-17.03902149202,19.52420210837,-30.584396362,-13.72155475612,16.75814795497,-31.711868286,3.24657177925,-0.2529064156111,-0.570969581604,1.874710738659
331,A,38.817527771,-2.13291430473,178.576553345,-4.59772348404,-0.0222816802561,0.254733204842,-0.966754615307,-0.0630003362894,-0.965430557728,-0.252932280302,5.31278419495,170.75843811,47.2141113281,-51.13295102117,-28.295593262,-39.28796529766,-21.08807682987,-17.368530274,53.42993021014,-31.78858304027,-18.481430054,31.39991807934,-47.36721539497,-21.380386353,-6.54967451096,-52.55637860297,-25.507278443,-33.71852636336,-0.2690241597589,-0.361391656101,0.016089141369,-16.23916554447,-35.84664917,2.56691002846,-19.31635403637,7.5440979,12.64376783371,-27.70893788337,-8.9609375,-26.75757360456,-25.77730870247,-33.077987671,-20.08977460866,-20.29704976087,-33.92024231,-1.56917715073,0.2931398488581,-0.548041373492,1.883600354195,-8.84873032567,-38.48576355,9.6971154213,-2.62441372872,8.77781677199999,11.07051610947,-9.69491219517,-10.228881836,-26.98043966296,-13.79692864417,-36.888122559,-17.64957952496,-11.28597950937,-37.888641358,4.357046604157,0.085594151169,-0.532236635685,1.925390839577,5.92420148849,-37.103744507,13.30418539047,14.08840823173,6.67463684099999,12.88228368759,10.94167685508,-10.892883301,-22.10965108876,3.67282056808,-35.311080933,-13.61440229416,2.942194759842,-36.316848755,8.11455583572,-0.0775615461171,-0.531918495894,1.922369420529,18.99809908863,-31.791946411,8.02281546593,29.13013339043,-1.07771301300002,15.82415342334,28.93306803703,-12.486923218,-17.04483747486,19.52059817313,-30.576553345,-13.72227048876,16.74681448933,-31.699371338,3.24538469315,-0.2531255148349,-0.570658057928,1.874687612057
332,A,38.8150482178,-2.1357729435,178.580474854,-4.59823083878,-0.0223751962185,0.254747420549,-0.966748714447,-0.0630377903581,-0.965426146984,-0.252939909697,5.31806755066,170.764404297,47.211391449,-51.137355566,-28.292495728,-39.28972768782,-21.0798947811,-17.366134644,53.43043756488,-31.781432867,-18.474334717,31.40069055558,-47.3676526546,-21.363265992,-6.54722452162,-52.5670316219,-25.481994629,-33.71514654162,-0.2693222165105,-0.361086025834,0.0161674618719999,-16.2405774593,-35.845535279,2.56739187241,-19.3119390011,7.54705810500002,12.64445638657,-27.7091596127,-8.95681762699999,-26.75857686992,-25.7788140774,-33.075134278,-20.09379911422,-20.2984426022,-33.920349122,-1.57345962524,0.2932238578795,-0.548212587833,1.883547067642,-8.8501880169,-38.483718873,9.69571685791,-2.62013983726,8.78059387200003,11.06955099106,-9.6947085857,-10.22543335,-26.98126745222,-13.7963559627,-36.885559083,-17.65091848372,-11.2835328579,-37.888015748,4.355461597447,0.0857654809952,-0.532327860593,1.925357460976,5.92097759247,-37.102401734,13.30359601975,14.0928385258,6.67716979900001,12.87961721421,10.94224095345,-10.890106202,-22.11068868632,3.67409968376,-35.308135987,-13.61332273482,2.946059167388,-36.313720704,8.11586356163,-0.0773527026176,-0.531908780336,1.922382473946,18.9968340397,-31.79385376,8.02274632454,29.1347601414,-1.07540893599997,15.81987142568,28.9342691898,-12.484802247,-17.04749441142,19.5199587345,-30.572753907,-13.72228002552,16.7443220615,-31.691772461,3.24540042878,-0.2531483173375,-0.570446997881,1.874724805355
333,A,38.8121643066,-2.13883399963,178.584686279,-4.59877920151,-0.0225094668567,0.254767864943,-0.966740250587,-0.0630915686488,-0.965419769287,-0.252950876951,5.32565259933,170.772979736,47.2074890137,-51.14182472227,-28.289321899,-39.29151010509,-21.06918716427,-17.361297607,53.43098211291,-31.76998329167,-18.46635437,31.40071630481,-47.36236762997,-21.347122192,-6.54615736009,-52.57343864437,-25.457946777,-33.71298837659,-0.2696001715963,-0.360807389021,0.0162521600719999,-16.24103164677,-35.845596313,2.56791424752,-19.30663871767,7.552703858,12.64526319504,-27.71018028257,-8.94972229000001,-26.75906801219,-25.78134918217,-33.06980896,-20.09739351269,-20.30085754397,-33.918884277,-1.57729768753,0.2933432869617,-0.548429250718,1.883480131626,-8.85157394407,-38.481765747,9.69429302216,-2.61504554749,8.785980225,11.06798696518,-9.69545173647,-10.219039917,-26.98261117939,-13.79653930667,-36.880187988,-17.65288782119,-11.28099060057,-37.884887695,4.353134155276,0.0860130228102,-0.53243842721,1.925315439701,5.91750192642,-37.100921631,13.30296754837,14.09815406803,6.68222045899998,12.87560892105,10.94204616546,-10.884674072,-22.11254358289,3.67458546161,-35.303131103,-13.61255311969,2.949570894238,-36.309692383,8.11693644524,-0.0770812816918,-0.531944185496,1.922384023666,18.99545097353,-31.79586792,8.02267098427,29.14035797123,-1.07069396900002,15.81353998181,28.93492317203,-12.480072021,-17.05210542679,19.51887321473,-30.565948486,-13.72363138199,16.74234580993,-31.680419922,3.24425029755,-0.2530844099823,-0.570204287768,1.874786436557
334,A,38.8088645935,-2.14200973511,178.589065552,-4.59935283661,-0.0226356368512,0.25478708744,-0.96673220396,-0.0631421133876,-0.965413749218,-0.252961158752,5.33277988434,170.781036377,47.2038192749,-51.14621734619,-28.286209107,-39.29325580599,-21.05882644649,-17.357162476,53.43154811861,-31.75921249389,-18.458984375,31.40092182161,-47.35823440549,-21.331481934,-6.54470348359,-52.57886886599,-25.435165406,-33.71029376979,-0.2698947805908,-0.360526062548,0.016340076923,-16.24104499819,-35.846206665,2.56846356392,-19.30136108399,7.557601928,12.64608097077,-27.71039390559,-8.94383239799998,-26.75794887539,-25.78244590759,-33.065109253,-20.09744358059,-20.30175590519,-33.916793823,-1.57744979858,0.2934635560962,-0.548567056655,1.883435845375,-8.85283756259,-38.47996521,9.69289159775,-2.60995960235,8.79063415499999,11.06657409668,-9.69582843779,-10.213500977,-26.98363971709,-13.79633903499,-36.8752594,-17.65422153469,-11.27819061279,-37.881393433,4.351474761964,0.0862477179617,-0.532515704631,1.925283372402,5.91389036179,-37.099380493,13.30232048035,14.10344791411,6.68653869600001,12.8718996048,10.94218063355,-10.880050659,-22.11406803129,3.67520463467,-35.298706055,-13.61141300199,2.952754378321,-36.305892945,8.11836862564,-0.0768388751894,-0.531962960958,1.922388195991,18.99388122561,-31.797851563,8.02258419991,29.14591789241,-1.066680908,15.80764961241,28.93554687501,-12.476516724,-17.05471134189,19.51743507381,-30.559265137,-13.72098255159,16.73992919921,-31.666488648,3.24730062485,-0.2530382890258,-0.569805771112,1.874899089336
335,A,38.8055038452,-2.14536499977,178.593734741,-4.59996461868,-0.0227560847998,0.254805445671,-0.966724574566,-0.0631903633475,-0.965408027172,-0.252970993519,5.33958435059,170.788726807,47.2003135681,-51.15058684353,-28.28314209,-39.29499769212,-21.04861235623,-17.353713989,53.43215608598,-31.74828124043,-18.452499389,31.40103006358,-47.35281157493,-21.317306518,-6.54369688032,-52.58098006253,-25.414657593,-33.70819807052,-0.2701461762192,-0.360266372561,0.016416072846,-16.24085021023,-35.847137451,2.56904935837,-19.29599928853,7.56178283700001,12.64692449569,-27.71046423913,-8.93853759699999,-26.75742673872,-25.78354620933,-33.061325073,-20.09880781172,-20.30260634423,-33.916244507,-1.57898569107,0.2935785502198,-0.548739641905,1.883380413056,-8.85395121573,-38.478408813,9.69150781631,-2.60478043556,8.79457092300001,11.06529092788,-9.69588446613,-10.208633423,-26.98493719102,-13.79615759853,-36.871749878,-17.65642309192,-11.27598357203,-37.880783081,4.348987579343,0.0864506959915,-0.53265017271,1.925236582756,5.91007590294,-37.09777832,13.30164670944,14.10882496837,6.69017028800002,12.86842298507,10.94270825386,-10.876113891,-22.11549901962,3.67578458786,-35.294738769,-13.61032056812,2.955010533332,-36.302047729,8.11971998214,-0.0766431316733,-0.531962126493,1.922393977642,18.99207329747,-31.79989624,8.02247881889,29.15154862407,-1.06333923299999,15.80209016798,28.93663811687,-12.473373413,-17.05804586412,19.51694703097,-30.553207397,-13.72024869922,16.73901200297,-31.653793335,3.24837827682,-0.2529722005132,-0.569456934929,1.875002264977
336,B,50.1097793579,-13.2856407166,170.917770386,22.5126609802,-0.0151674989611,0.0896458402276,-0.995858192444,-0.0266515761614,-0.995655179024,-0.0892216414213,-5.19892787933,173.633483887,73.2051696777,-45.4401512146,6.74188232399999,-30.85627841947,-18.4297866821,-6.82908630400002,53.4085502625,-30.7306251525,-0.326965332000015,35.0498962403,-42.5389442443,5.76437377900001,0.970291137699999,-43.0233650207,5.785079956,-25.49773502347,0.0464704353362,-0.1157535426319,-0.003310739994,-20.6677436828,9.19061279299999,-95.9448280334,-16.9291000366,9.93161010700001,11.7421264649,-22.5256690979,8.49412536599999,-41.378074646,-21.4708442688,8.76426696799999,-72.3324737549,-20.8207969665,8.159530639,-91.3474235534,0.0492903608829,-0.1073612365872,-0.00340241193800006,-1.3179683685,8.15756225600001,-106.1381874084,-1.2712230682,11.386703491,10.2540245056,-2.2722358703,9.672271728,-44.0842704773,-1.4823284149,9.35466003400001,-79.4312019348,-1.152683258,8.24174499500001,-101.1911430359,0.0327654350549,-0.1263323575258,-0.00331366062100003,14.26266711955,5.71063232399999,-96.9228935241,14.45958483224,10.281066894,12.4242935181,16.85778617864,8.26875305199999,-36.8823242187,15.77350521092,7.25012207,-70.2384414673,14.80634903913,5.49781799300001,-91.5449943542,-0.0256555583328,-0.1538436934352,-0.00124365091300005,32.9787788392,5.055175781,-72.8745765686,28.7813625336,4.06523132300001,16.5093841553,34.9152412415,4.521804809,-25.71867036817,34.1600189209,5.73619079599999,-51.0076599121,33.2114906312,5.459304809,-67.9526252746,-0.0311733204871,-0.08237036410719,-0.003041028976
337,B,49.8478507996,-13.2851428986,170.92590332,22.5146617889,-0.0150283705443,0.0898701101542,-0.995840132236,-0.0268606636673,-0.995629429817,-0.0894457399845,-5.19042778015,173.613418579,73.2109680176,-45.4347362518,6.73150634800001,-30.85966777797,-18.4242153167,-6.85203552199999,53.4070529938,-30.7217235565,-0.345901488999999,35.0475902558,-42.5272541046,5.75230407699999,0.9670848847,-43.0154361724,5.77964782699999,-25.5005869865,0.0462969709188,-0.1157965958119,-0.00333458185199997,-20.6683177948,9.17678832999999,-95.9453258514,-16.9148349762,9.917572022,11.7445278168,-22.5152873993,8.467208863,-41.3775978088,-21.4722499847,8.70388793999999,-72.3326816558,-20.8296718597,8.07937622099999,-91.3472423553,0.0487630087882,-0.1086426861585,-0.00341439247200004,-1.3177318573,8.148406983,-106.1392345428,-1.2564601898,11.369537354,10.2586231232,-2.2598285675,9.64480590899998,-44.0805416107,-1.4783115387,9.30453491200001,-79.4276065826,-1.1525268554,8.186645508,-101.1874217987,0.0324280019849,-0.1269278861583,-0.003321528435,14.263893842738,5.698654175,-96.9208049774,14.47384285931,10.259948731,12.4305324555,16.8741807938,8.251098633,-36.876086235,15.78940176968,7.23333740300001,-70.2323741912,14.82344126705,5.488739014,-91.5396785736,-0.0257631149143,-0.1538230404258,-0.00127875804900002,32.9781703949,5.04774475100001,-72.8742542266,28.7937583924,4.040039063,16.5159626007,34.9308338166,4.49407958999998,-25.71196269985,34.177350998,5.70147705099998,-51.0015106201,33.2326202393,5.42704773,-67.9468059539,-0.031146125868,-0.08260666392748,-0.00306683778799999
338,B,49.6487388611,-13.2845802307,170.934524536,22.5167961121,-0.0148408105597,0.0901669710875,-0.99581605196,-0.0271046794951,-0.995596051216,-0.0897431001067,-5.18541479111,173.587234497,73.2156219482,-45.4288902283,6.72048950199999,-30.86332130436,-18.4226913452,-6.880737305,53.402393341,-30.7156906128,-0.369247435999995,35.0418128967,-42.5178718567,5.73875427300001,0.960039138799999,-43.0134277344,5.77687072800001,-25.50695705418,0.0460355291143,-0.1158115640283,-0.00336825847599997,-20.6690063477,9.16180419899999,-95.9458351136,-16.9020843506,9.90074157699999,11.7450561523,-22.5047607422,8.447189331,-41.3792228699,-21.4731712341,8.663864136,-72.3349113465,-20.8378715515,8.03187561000001,-91.3495063782,0.0481971306726,-0.1094229426235,-0.00344192981699998,-1.3175115585,8.13848877000001,-106.140323639,-1.2430858612,11.349075318,10.2621612548,-2.2487449646,9.613357544,-44.0781116486,-1.4774484635,9.24720764200001,-79.4253501892,-1.1562452316,8.12498474099999,-101.1850929261,0.0320025468245,-0.1276090741158,-0.00333535671200003,14.265158176409,5.686203003,-96.918750763,14.48657035826,10.23475647,12.4363365173,16.88921928404,8.23359680199999,-36.8702716828,15.80233526229,7.220901489,-70.2268218995,14.8366832733,5.48745727600002,-91.5351295472,-0.0259627709165,-0.1537264287472,-0.00132751464799996,32.9775981903,5.03984069800001,-72.8738861084,28.804195404,4.00990295400001,16.5222930908,34.9475059509,4.46812439000001,-25.70493268971,34.1984786987,5.675949097,-50.9947395325,33.2589149475,5.408004761,-67.9404983521,-0.0310763353482,-0.08265695115556,-0.00310099124899998
339,B,49.5091133118,-13.2840547562,170.942184448,22.5187072754,-0.0146458148956,0.0904382988811,-0.995794355869,-0.0273162778467,-0.995565652847,-0.0900157690048,-5.18421554565,173.56288147,73.2195739746,-45.4236593246,6.71070861799998,-30.86660671235,-18.4246664047,-6.90742492699999,53.3972244263,-30.713850975,-0.389968871999997,35.036201477,-42.5107564926,5.72737121599999,0.953943252599998,-43.0112562179,5.77551269599999,-25.51222825051,0.0459333844483,-0.1158680357039,-0.00339251756699999,-20.6697034835,9.14810180699999,-95.9462738037,-16.8929319381,9.88490295399998,11.7446708679,-22.4978628158,8.420288086,-41.3819236755,-21.4783849716,8.606369019,-72.3382873535,-20.8507604599,7.96060180699999,-91.3527145386,0.0476029887795,-0.1105133742095,-0.00346076488500002,-1.317325592,8.12954711899999,-106.1412811279,-1.2333431244,11.330062866,10.2649040222,-2.2381105423,9.58973693900001,-44.0763168335,-1.4730176925,9.20657348699999,-79.4236335754,-1.1545944214,8.08128356999998,-101.1833190918,0.0316630415618,-0.1281397417188,-0.00334978103700001,14.266267955339,5.675384522,-96.9170837402,14.49567663673,10.211563111,12.4415359497,16.90327668194,8.220993042,-36.8650817871,15.81764554981,7.21757507300001,-70.222076416,14.85390591625,5.49562072800001,-91.5314559937,-0.0260860733688,-0.1535502672196,-0.00138056278300003,32.9771299363,5.03277587899999,-72.8735580444,28.8111629486,3.98237609899999,16.5283203125,34.959151268,4.442382813,-25.69821739198,34.2118577958,5.64796447800001,-50.9883441925,33.2759180069,5.38526916499998,-67.934463501,-0.0311112552882,-0.08276738133286,-0.003128767014
340,B,49.4262542725,-13.2834253311,170.95072937,22.520860672,-0.0144217889756,0.0907772630453,-0.995766818523,-0.0275463331491,-0.995528459549,-0.0903565809131,-5.17818212509,173.531997681,73.2269821167,-45.4179258347,6.699783325,-30.87028503418,-18.4221811295,-6.94114685,53.3939113617,-30.70673275,-0.421554565000008,35.0305461884,-42.4959096909,5.69850158699998,0.946025848399998,-42.99655056,5.75077819800001,-25.51961755753,0.0459061581641,-0.1161692310125,-0.00341480970399999,-20.6705350876,9.13255310099999,-95.9467639923,-16.8778333664,9.86482238799999,11.7473239899,-22.4824666977,8.40008544899999,-41.3816223145,-21.4724645615,8.56773376499999,-72.3384494782,-20.850897789,7.91361999500001,-91.3528079987,0.0470648203045,-0.1113484054804,-0.00348854065000004,-1.3171033859,8.11935424800001,-106.1423282623,-1.2175855637,11.306564331,10.2712116241,-2.2199907303,9.55882263199999,-44.0711193085,-1.4596948624,9.15303039599999,-79.4184818268,-1.1425580979,8.02496337899999,-101.1781177521,0.0313530117273,-0.1287845596671,-0.00336718559299998,14.267531514152,5.663665772,-96.9153614044,14.51071393488,10.183425903,12.4506435394,16.92293834685,8.20509338400001,-36.8559818268,15.83857965468,7.21766662599998,-70.2138690949,14.87951374052,5.52268981899999,-91.5257740021,-0.0261531639844,-0.1528966762125,-0.00147682428399998,32.9766721725,5.02487182600001,-72.873216629,28.8238191604,3.94926452600001,16.5382328033,34.9791288376,4.41786193900001,-25.68716716767,34.2359857559,5.62773132300001,-50.9773044586,33.3041086197,5.37181091299999,-67.9237918854,-0.0311236362904,-0.08279205020516,-0.00316351652199998
341,B,49.3669471741,-13.2813367844,170.976242065,22.5274200439,-0.0141072934493,0.0912658795714,-0.995726644993,-0.0278957504779,-0.995474040508,-0.0908475071192,-5.16702604294,173.487869263,73.240814209,-45.4002008438,6.6668396,-30.88154220577,-18.4174528122,-7.002105712,53.3890991211,-30.6962633133,-0.475997924000012,35.0242080689,-42.475777626,5.65335083099998,0.938224792499998,-42.9746065139,5.71324157799998,-25.52695870395,0.0458407094702,-0.1164838951081,-0.003451526165,-20.6731538772,9.085861206,-95.9482879638,-16.8550539016,9.82350158699998,11.7511062623,-22.4586191177,8.365524292,-41.3809719085,-21.4607133865,8.517379761,-72.3383407592,-20.8469171524,7.85792541499998,-91.3527984619,0.0463481312617,-0.1122001446783,-0.00353419780700004,-1.3163099289,8.08828735399999,-106.1453704834,-1.1938495636,11.260055542,10.2801017762,-2.190325737,9.51097106999998,-44.0636730194,-1.433350563,9.08177185099999,-79.4109458923,-1.1174058914,7.946380616,-101.1702728271,0.0309696635231,-0.1297245360911,-0.00339126586899996,14.271449387111,5.63024902399999,-96.9105529785,14.53341221813,10.129928589,12.4634170533,16.9509506226,8.17646789599999,-36.8432884216,15.86648535732,7.222900391,-70.2026443481,14.91249275211,5.57205200199999,-91.5184478759,-0.0263123484329,-0.1516822390258,-0.001627922058,32.9755811692,5.00112915099999,-72.8726348877,28.8430185318,3.88841247599998,16.5520019532,35.0098333359,4.37051391599999,-25.67174673076,34.2745656968,5.58857727099999,-50.9618530273,33.3497915268,5.34376525899998,-67.908958435,-0.0310588860885,-0.08274799492206,-0.00321650505000004
342,B,49.3519935608,-13.2806243896,170.984680176,22.5296058655,-0.0140073047951,0.0914219170809,-0.995713710785,-0.02800793387,-0.995456576347,-0.0910043045878,-5.16346645355,173.473648071,73.2461166382,-45.3942604065,6.655883789,-30.88530349734,-18.4159946442,-7.02195739800001,53.3883705139,-30.6927833558,-0.496154785000016,35.0220222473,-42.4690551758,5.632354736,0.934627532900002,-42.968284607,5.69277954099999,-25.53031015398,0.0458185309544,-0.1166728977114,-0.00346118211699997,-20.6740150452,9.070343017,-95.9487953186,-16.8478393555,9.80990600599998,11.7531280517,-22.4499282837,8.35260009699999,-41.3799362183,-21.4540786744,8.49633788999998,-72.3374137879,-20.8416519166,7.83209228499999,-91.3517494202,0.0461780475453,-0.1126125939191,-0.00354403257399993,-1.3160629273,8.07789611799998,-106.1463661194,-1.1863327027,11.244812012,10.283744812,-2.1838493348,9.48931884699999,-44.0605773926,-1.4319572449,9.04672241199998,-79.4079246521,-1.117890358,7.91104125999999,-101.1673316956,0.0307634146884,-0.1300202868879,-0.00340062379799999,14.272783160161,5.61932372999999,-96.908985138,14.54059743876,10.112442016,12.4682846069,16.96118640895,8.166870117,-36.8384761811,15.87851953502,7.22247314399999,-70.1982536316,14.92671775813,5.58226013199999,-91.5150184632,-0.026326446794,-0.1514179110527,-0.00166970491399998,32.9752464294,4.99327087399999,-72.8724784851,28.8490839004,3.86854553199998,16.557182312,35.0197143554,4.35522460899998,-25.66602516176,34.2872390747,5.57638549799998,-50.9561100006,33.3649921417,5.33566284199998,-67.9034309387,-0.0310240192339,-0.08270745072516,-0.00323385000199994
