
832,X,36.098285675,2.01320123672,158.354690552,15.1565723419,0.13121560216,0.318585723639,-0.938768148422,-0.563231766224,-0.75531989336,-0.335054993629,11.0221776962,147.861679077,60.5785484314,-33.49196290972,-28.008651734,-24.30002212523,-18.54569673542,-3.94485473699999,47.1644954682,-28.77284860612,-2.88124084500001,26.4940929413,-39.13402032852,-7.78248596199998,-8.7730412483,-33.76729822162,-21.261703491,-28.8866291046,-0.13971424568494,-0.696849882603,0.013109445572,-32.44899797442,-0.793045043999996,-61.0136928558,-4.07309627532,18.588241577,10.9559345246,-10.47126245498,26.718444824,-40.9271621704,-19.95640039442,15.95362854,-63.1555805206,-29.51745843882,1.28103637699999,-61.6625270843,-0.684621542693,-1.1150855124,0.695190712809,-23.67397165302,-23.732910156,1.3461112976,9.87375688558,11.362319946,8.9852905274,-4.49427509307,3.58866882300001,-29.4531860351,-22.89532709122,-16.676925659,-24.898481369,-24.87124109272,-22.048583985,-4.7891111374,-0.383715599776,-0.729190051556,1.814923286438,-9.99382019042,-29.572448731,6.8715839386,22.11732435228,1.17588806099999,9.9076080322,11.37755537038,-8.00897216799999,-24.4966316223,-7.68595457077,-24.989685059,-19.04090356825,-10.94385576248,-28.455810547,0.9832897186,-0.454816639424,-0.630492269993,1.83207476139,3.45548057557,-31.254356385,2.0182571411,30.18216085438,-12.755874634,11.4768657685,24.84292554858,-18.828994751,-20.31717109678,7.5284781456,-28.707214356,-18.79269480703,2.79934549332,-29.627700806,-3.2239360809,-0.631148159504,-0.509878903628,1.783442258835
833,X,36.1037902832,2.01352977753,158.35496521,15.1564760208,0.13147893548,0.319298177958,-0.938489198685,-0.563125550747,-0.755073785782,-0.335787385702,11.0276813507,147.828460693,60.5829658508,-33.48648357393,-28.003143311,-24.31613159178,-18.54111003873,-3.98005676299999,47.1661062241,-28.76290798183,-2.905715942,26.4936094284,-39.11887264253,-7.78355407699999,-8.78078317641,-33.74834728243,-21.246505737,-28.9005289078,-0.13998722191888,-0.696760207415,0.0125032067300001,-32.44647693633,-0.796020507999998,-61.0095148086,-4.05849719048,18.5806427,10.9787454605,-10.45018005371,26.72428894,-40.8961629867,-19.93646526333,15.951828003,-63.1374864578,-29.50527477263,1.27331543000003,-61.6790552139,-0.68475356698,-1.115494042635,0.693623155356,-23.67481327053,-23.731262207,1.3444890976,9.88901996617,11.356430054,9.0066099167,-4.46786928177,3.611816406,-29.4422864914,-22.87005901333,-16.657485962,-24.90875434874,-24.85191631313,-22.044662476,-4.8041400909,-0.384237676859,-0.730581671,1.814251124859,-9.9951043129,-29.569763184,6.8689985275,22.13246631627,1.16944885200002,9.9247064591,11.40220165257,-7.98988342299998,-24.48760318755,-7.66192340851,-24.974746704,-19.04759836196,-10.92370319367,-28.455093384,0.973584175100001,-0.45524123311,-0.631835609675,1.831516802311,3.45331478119,-31.249565125,2.0159692764,30.19704914097,-12.763366699,11.4857168198,24.86687755587,-18.812454224,-20.31429481505,7.55228328705,-28.69229126,-18.80202198027,2.81915855407,-29.625167847,-3.235203743,-0.63162317872,-0.511268481613,1.78288435936
834,X,36.1091461182,2.01387381554,158.355255127,15.156375885,0.131713286042,0.319932252169,-0.938240349293,-0.563030958176,-0.754854142666,-0.336439222097,11.0325841904,147.798904419,60.5868721008,-33.48128294944,-27.997909546,-24.33142852782,-18.53707289694,-4.01141357399999,47.1675262451,-28.75345206264,-2.92730712899998,26.4928588867,-39.10447287564,-7.78353881799998,-8.78854131698,-33.73145651814,-21.231201172,-28.9147777557,-0.14025188516804,-0.696640014649,0.011947572232,-32.44430518154,-0.798690795999988,-61.005897522,-4.04555106163,18.573852539,10.9990577698,-10.43149828911,26.730895996,-40.8686714172,-19.91873717304,15.953552246,-63.1232261658,-29.49465918544,1.26950073200001,-61.698551178,-0.684862211346,-1.115817159415,0.692082956434,-23.67563223844,-23.729705811,1.3429317474,9.90255570416,11.351135254,9.0255947113,-4.44444727898,3.63230896000002,-29.4323167801,-22.84757018094,-16.640258789,-24.91731357573,-24.83454871174,-22.041046143,-4.816868782,-0.384693965316,-0.731811612845,1.813658058644,-9.99632477761,-29.567230225,6.8665275574,22.14589333536,1.163696289,9.9399356842,11.42429471016,-7.972824097,-24.48029136657,-7.64072155953,-24.961151123,-19.05520725249,-10.90678572655,-28.453979492,0.963138580300001,-0.455662027001,-0.633024841547,1.831005871296,3.45128273964,-31.245101929,2.0138034821,30.21025490756,-12.770080566,11.49360466,24.88812279696,-18.797729492,-20.31171655654,7.57345604896,-28.679214478,-18.81032514571,2.83690285682,-29.62361145,-3.2452287674,-0.63203664124,-0.512534335256,1.782385468483
835,X,36.1161575317,2.01425218582,158.355575562,15.1562671661,0.131933659315,0.320528566837,-0.93800586462,-0.562941908836,-0.75464707613,-0.337052196264,11.0371990204,147.771102905,60.5905227661,-33.47615671162,-27.992736817,-24.34655284878,-18.53332567212,-4.04093933200002,47.1688556672,-28.74415636062,-2.94842529300001,26.4918880463,-39.09117174152,-7.784225464,-8.79666709896,-33.71766138072,-21.216445923,-28.930434227,-0.14056994393457,-0.696475476026,0.011404931545,-32.44251298902,-0.801055909000013,-61.0028476715,-4.03342676163,18.567398071,11.0181751252,-10.41193056106,26.736648559,-40.84308815,-19.89777994152,15.954925537,-63.1129932403,-29.48164606092,1.265533447,-61.7251605987,-0.684943050146,-1.116061329841,0.690400853753,-23.67647409442,-23.728149415,1.3413448334,9.91523313518,11.346084594,9.0434627533,-4.42246818542,3.65153503399998,-29.4228954315,-22.82646226882,-16.624069214,-24.92529678341,-24.81824541092,-22.037582398,-4.8287696838,-0.385122686624,-0.73296585679,1.813100576401,-9.99755573273,-29.564712525,6.864025116,22.15847158428,1.15821838299999,9.9542713166,11.44489622118,-7.95689392100002,-24.47290039059,-7.62085485458,-24.948638916,-19.06130623814,-10.89065504074,-28.453353882,0.954421997100001,-0.456039994955,-0.634148240089,1.830529153347,3.44926214218,-31.240692139,2.011636734,30.22262144088,-12.776443482,11.501028061,24.90815114978,-18.783920289,-20.30944824215,7.59335565567,-28.666778565,-18.81852483746,2.85331678391,-29.621643067,-3.2551298141,-0.632443398237,-0.513703092932,1.781909644604
836,X,36.1215133667,2.01464176178,158.355911255,15.1561555862,0.132130339742,0.321060806513,-0.937796115875,-0.562862336636,-0.754461824894,-0.337599307299,11.0413227081,147.746292114,60.5937614441,-33.47136592868,-27.987945557,-24.36068916317,-18.53002834318,-4.06735229500001,47.1700353623,-28.73496341708,-2.97068786599999,26.4903821946,-39.07686328888,-7.79295349099999,-8.80466794963,-33.69956111908,-21.213577271,-28.9406709671,-0.14081615954667,-0.696411967278,0.010954141617,-32.44118976598,-0.803039550999984,-61.0004816055,-4.02265357971,18.561599731,11.0352506638,-10.39616203308,26.738571167,-40.8196382522,-19.88230991368,15.950149536,-63.1038942337,-29.47422313688,1.25527954099999,-61.7526521682,-0.685005500913,-1.116248995066,0.6887883991,-23.67727756498,-23.726760864,1.3398809433,9.92650127412,11.341537475,9.0594263077,-4.40224075317,3.66986084000001,-29.4184322357,-22.80800342558,-16.608261109,-24.94131374355,-24.80639934538,-22.034591675,-4.8491592407,-0.385630860925,-0.734075605869,1.812528252601,-9.99872875214,-29.562347412,6.8616380692,22.16964817052,1.153274536,9.9670763016,11.46334648132,-7.94255065900001,-24.4669065475,-7.60323667526,-24.937698364,-19.06827163692,-10.87685489655,-28.453933716,0.944865226800001,-0.456399783492,-0.635192006827,1.830080211162,3.44735813141,-31.236579895,2.0095891953,30.23361110692,-12.782180786,11.5076665879,24.92596912382,-18.771682739,-20.30730581279,7.61094760895,-28.655578613,-18.82563114162,2.86760234833,-29.619308472,-3.2637882232,-0.632817342878,-0.514718264342,1.78148406744
837,X,36.1293563843,2.0150680542,158.356277466,15.1560344696,0.132317602634,0.321567565203,-0.937596082687,-0.562786579132,-0.754285097122,-0.338120222092,11.0452508926,147.722671509,60.5968322754,-33.4665489197,-27.983123779,-24.37492370605,-18.5269393921,-4.09254455600001,47.1711597443,-28.728679657,-2.98915100099998,26.4902858734,-39.0691452026,-7.79493713400001,-8.80990839004,-33.6888847351,-21.203811646,-28.9478130341,-0.14111496601211,-0.696300208569,0.010504901409,-32.4402275085,-0.804748534999987,-60.9986019134,-4.01244843006,18.556030273,11.051525116,-10.38002204895,26.740554809,-40.7974967956,-19.8650035858,15.946838379,-63.0989360809,-29.4658336639,1.246292114,-61.7891368866,-0.685040533542,-1.116348952055,0.686956971883,-23.6780815125,-23.725524903,1.3385105133,9.9371757507,11.337173462,9.0746402741,-4.38294553757,3.68762207,-29.4150543213,-22.7904624939,-16.593078613,-24.95863246917,-24.7953338623,-22.032363892,-4.8709383011,-0.386126756668,-0.735171288252,1.811960339546,-9.99992275238,-29.559997559,6.8592128754,22.1802368164,1.14854431099999,9.9792804718,11.4808130264,-7.92893981999998,-24.46106529235,-7.58642244339,-24.927444458,-19.074644804,-10.86338233948,-28.454879761,0.936031341600001,-0.45672789216,-0.636196374893,1.82965362072,3.4454331398,-31.232452393,2.0075149536,30.2440185547,-12.78767395,11.5139942169,24.9427433014,-18.76008606,-20.30496311187,7.62759208679,-28.645065308,-18.83171224594,2.88148069382,-29.617477417,-3.2712287903,-0.633148968219,-0.515698209405,1.781089544296
838,X,36.1351089478,2.01549744606,158.356628418,15.155913353,0.132484361529,0.322018861771,-0.937417566776,-0.56271904707,-0.754127383232,-0.338584125042,11.0487527847,147.701629639,60.5995521545,-33.46203064916,-27.97857666,-24.38831424717,-18.52423501016,-4.11500549300001,47.1721620559,-28.72322297096,-3.00559997600001,26.4902505874,-39.06362366676,-7.79580688500002,-8.8148145676,-33.68148636816,-21.193481445,-28.9542341233,-0.14145187754149,-0.696145147086,0.010083138942,-32.43958878516,-0.806152344000026,-60.9971532822,-4.00340747833,18.551040649,11.0660295486,-10.36883091927,26.738433838,-40.7768411637,-19.85611748696,15.935394287,-63.089758873,-29.46435761456,1.229644775,-61.8126287461,-0.685090228915,-1.116504609585,0.685585975647,-23.67881798746,-23.724533081,1.3373727798,9.94663596154,11.333251953,9.0882005691,-4.36563467979,3.70379638699998,-29.4131736756,-22.77528214456,-16.57951355,-24.97689247135,-24.78714585306,-22.031616211,-4.8936567307,-0.386624917388,-0.73620069027,1.811411857605,-10.00105023384,-29.557800293,6.8569307327,22.18961882594,1.14428710899998,9.9901628494,11.49639582634,-7.91679382300001,-24.45612144474,-7.5714161396,-24.918136597,-19.08084464077,-10.85139012337,-28.455276489,0.927639961199999,-0.457025513053,-0.637081563473,1.829274356365,3.44362568855,-31.228607178,2.0055685043,30.25324416164,-12.792602539,11.5196428299,24.95775771144,-18.749755859,-20.30313348774,7.64234995842,-28.635726929,-18.83782935146,2.89324069023,-29.615997314,-3.2787342072,-0.633473500609,-0.516576081515,1.780719041824
839,X,36.1414489746,2.01595139503,158.357009888,15.1557855606,0.132643073797,0.322448402643,-0.93724745512,-0.562654674053,-0.753977000713,-0.339025646448,11.0520868301,147.681594849,60.6021308899,-33.45742058753,-27.973937989,-24.40197086333,-18.52170395853,-4.136428833,47.1731138229,-28.71986603733,-3.02169799799998,26.4910840988,-39.06471085543,-7.796188355,-8.81824064254,-33.67973732943,-21.183105469,-28.9541406631,-0.1419451087711,-0.695915549993,0.00965070724499995,-32.43914246563,-0.807434081999986,-60.9959306717,-3.99484562873,18.546234131,11.0798482895,-10.35663247108,26.733886718,-40.7571725845,-19.84448456763,15.919296264,-63.0804109573,-29.46023392673,1.20899963300002,-61.8334360123,-0.685134142637,-1.116671055555,0.684336274862,-23.67952752113,-23.723800659,1.3364305496,9.95559573177,11.329452514,9.1011209488,-4.34912037849,3.719436645,-29.4121026993,-22.76106476783,-16.566650391,-24.99611091613,-24.78016686443,-22.031921387,-4.917470932,-0.387125849724,-0.737224131822,1.810860395431,-10.0021765232,-29.555648804,6.8546571732,22.19850516317,1.140182495,10.000533104,11.51106905937,-7.90534973199999,-24.45094299316,-7.55712628364,-24.909439087,-19.08571243285,-10.83955407142,-28.455825806,0.920775413500001,-0.457286953926,-0.637922465801,1.828921437263,3.44183373452,-31.224845887,2.0036420822,30.26197981837,-12.797332764,11.5250272751,24.97199416157,-18.740005493,-20.30132913589,7.65641760827,-28.62677002,-18.84345865249,2.90468001366,-29.614181519,-3.2856140137,-0.633772939443,-0.51739525795,1.780375301838
840,X,36.1484451294,2.01641917229,158.357406616,15.1556549072,0.13278926909,0.322844088078,-0.937090575695,-0.562595427036,-0.7538382411,-0.339432358742,11.0551614761,147.663146973,60.6044998169,-33.45270037649,-27.969161987,-24.41594600675,-18.51941943169,-4.156204223,47.1739959717,-28.71923518179,-3.03599548299999,26.4930763245,-39.07260966299,-7.79461669899999,-8.81924343106,-33.68528819089,-21.17137146,-28.9496898651,-0.14252761006385,-0.695652574301,0.009233355522,-32.43883013729,-0.808654784999987,-60.9948692322,-3.9870057106,18.541763306,11.0925922394,-10.34625697136,26.726516724,-40.7385730743,-19.83534693719,15.898330689,-63.0716323852,-29.45890498159,1.183395386,-61.855102539,-0.685166075826,-1.11680662632,0.683115452528,-23.68019366269,-23.723312378,1.3356952668,9.96380162241,11.325927735,9.1130352021,-4.33367037773,3.734298706,-29.412730217,-22.74794459339,-16.554046631,-25.01732158658,-24.77429652219,-22.031585693,-4.9431610107,-0.387624964118,-0.738183110953,1.81033295393,-10.00327849388,-29.553604126,6.8524475098,22.20664334301,1.13636779800001,10.0100955963,11.52462410931,-7.89479064899999,-24.44650650022,-7.54418921471,-24.901504516,-19.0910747051,-10.82948184014,-28.456741333,0.913415908799999,-0.457555159927,-0.638710767031,1.828581094742,3.44008803367,-31.221221924,2.0017662049,30.26997685431,-12.801742554,11.5299987793,24.98500752451,-18.731018066,-20.29955911634,7.66930890083,-28.618667602,-18.84842681882,2.91528439521,-29.612945556,-3.2917041778,-0.634039118886,-0.518164843321,1.780060529709
841,X,36.1561164856,2.01689767838,158.357818604,15.1555223465,0.13292530179,0.323212295771,-0.936944305897,-0.562540233135,-0.753708899021,-0.339810818434,11.0580234528,147.645980835,60.6066932678,-33.44808626178,-27.96447754,-24.42963314057,-18.51733446118,-4.17463684099999,47.1748189926,-28.72159051898,-3.04949951199998,26.4963598251,-39.08740091328,-7.79354858399998,-8.81728458405,-33.69506502148,-21.162216187,-28.9362440109,-0.143170205876,-0.695409476757,0.00884717702899995,-32.43860864638,-0.809814453999991,-60.9939241409,-3.97975277901,18.537567138,11.1044588089,-10.3393149376,26.716949462,-40.7205133438,-19.83206796648,15.874084472,-63.0642786026,-29.46399164198,1.153686523,-61.8821229935,-0.68518140912,-1.116875141859,0.681772828102,-23.68082666398,-23.72303772,1.335146904,9.97139501572,11.322601318,9.1241312027,-4.31929492951,3.747970581,-29.4131040573,-22.73580598828,-16.542190552,-25.03650474549,-24.76908731458,-22.030471802,-4.9663543701,-0.388097912073,-0.739045411349,1.809853076935,-10.00436067582,-29.551635743,6.8502817154,22.21417379382,1.13275146400002,10.0190038681,11.53695917132,-7.88519287199998,-24.4413766861,-7.53229570389,-24.89453125,-19.09394097329,-10.81980752945,-28.458129883,0.908822059599999,-0.457775890827,-0.639443844557,1.828274607659,3.43838691711,-31.217727662,1.9999380112,30.27737951282,-12.805877686,11.5346326828,24.99704313282,-18.722717286,-20.29782247544,7.68123197555,-28.611175538,-18.85286617279,2.92513132095,-29.611877442,-3.2971687317,-0.634282976389,-0.518881618977,1.779769301415
